name;year;certificate;runtime;genre;rating;metascore;text-muted;director;stars
Les anges de Boston;1999;16;108;['Action', 'Thriller'];7.7;44;Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.;['Troy Duffy'];['Willem Dafoe', 'Sean Patrick Flanery', 'Norman Reedus', 'David Della Rocco']
Fist of Legend: La Nouvelle Fureur de Vaincre;1994;Tous publics;103;['Action', 'Drama'];7.5;0;In 1937, a Chinese martial artist returns to Shanghai to find his teacher dead and his school harassed by the Japanese.;['Gordon Chan'];['Jet Li', 'Shinobu Nakayama', 'Siu-Ho Chin', 'Billy Chow']
Mission: Impossible - Protocole fantome;2011;Tous publics;132;['Action', 'Thriller'];7.4;73;The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.;['Brad Bird'];['Tom Cruise', 'Jeremy Renner', 'Simon Pegg', 'Paula Patton']
L'odyssee du sous-marin Nerka;1958;Pas disponible;93;['Action', 'Drama', 'War'];7.3;62;A U.S. sub commander, obsessed with sinking a certain Japanese ship, butts heads with his first officer and crew.;['Robert Wise'];['Clark Gable', 'Burt Lancaster', 'Jack Warden', 'Brad Dexter']
Old Henry;2021;Pas disponible;99;['Action', 'Drama', 'Western'];7.2;69;An action western about a farmer who takes in an injured man with a satchel of cash. When a posse comes for the money, he must decide who to trust. Defending a siege, he reveals a gunslinging talent calling his true identity into question.;['Potsy Ponciroli'];['Tim Blake Nelson', 'Scott Haze', 'Gavin Lewis', 'Trace Adkins']
Mosul;2019;16;86;['Action', 'Drama', 'War'];7.1;71;A police unit from Mosul fight to liberate the Iraqi city from thousands of ISIS militants.;['Matthew Michael Carnahan'];['Waleed Elgadi', 'Suhail Dabbach', 'Adam Bessa', 'Ishaq Elias']
Rocky Balboa;2006;Tous publics;102;['Action', 'Drama', 'Sport'];7.1;63;Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight against the reigning heavyweight champ Mason 'The Line' Dixon.;['Sylvester Stallone'];['Sylvester Stallone', 'Antonio Tarver', 'Milo Ventimiglia', 'Burt Young']
Chungkai, le camp des survivants;2001;12;125;['Action', 'Drama', 'War'];7.0;0;"A true story about four Allied POWs who endure harsh treatment from their Japanese captors during World War II while being forced to build a railroad through the Burmese jungle. Ultimately ...                See full summary »
";['David L. Cunningham'];['Robert Carlyle', 'Kiefer Sutherland', 'Ciarán McMenamin', 'Mark Strong']
Kill the Gringo;2012;Accord parental;96;['Action', 'Drama', 'Thriller'];6.9;60;A career criminal nabbed by Mexican authorities is placed in a tough prison where he learns to survive with the help of a young boy.;['Adrian Grunberg'];['Mel Gibson', 'Kevin Balmore', 'Daniel Giménez Cacho', 'Jesús Ochoa']
Unstoppable;2010;Tous publics;98;['Action', 'Thriller'];6.8;69;With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.;['Tony Scott'];['Denzel Washington', 'Chris Pine', 'Rosario Dawson', 'Ethan Suplee']
Danger Close: The Battle of Long Tan;2019;R;118;['Action', 'Drama', 'War'];6.8;0;In August 1966, in a Vietnamese rubber plantation called Long Tan, 108 young and inexperienced Australian and New Zealand soldiers are fighting for their lives against 2500 North Vietnamese and Viet Cong soldiers.;['Kriv Stenders'];['Travis Fimmel', 'Toby Blome', 'Alexander England', 'Aaron Glenane']
Young Guns;1988;Tous publics;107;['Action', 'Western'];6.8;50;A group of young gunmen, led by Billy the Kid, become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far, they become the hunted.;['Christopher Cain'];['Emilio Estevez', 'Kiefer Sutherland', 'Lou Diamond Phillips', 'Charlie Sheen']
Merantau;2009;R;134;['Action', 'Drama'];6.7;0;A young man from the countryside uses his skills in silat martial arts to survive the slave trade.;['Gareth Evans'];['Iko Uwais', 'Sisca Jessica', 'Christine Hakim', 'Mads Koudal']
Le Grand Raid;2005;R;132;['Action', 'Drama', 'War'];6.6;48;Taking place towards the end of WWII, 500 American Soldiers have been entrapped in a camp for 3 years. Beginning to give up hope they will ever be rescued, a group of Rangers goes on a dangerous mission to try and save them.;['John Dahl'];['Benjamin Bratt', 'Joseph Fiennes', 'James Franco', 'Robert Mammone']
U-571;2000;Tous publics;116;['Action', 'War'];6.6;62;A German submarine is boarded by disguised American submariners trying to capture their Enigma cipher machine.;['Jonathan Mostow'];['Matthew McConaughey', 'Bill Paxton', 'Harvey Keitel', 'Jon Bon Jovi']
The Legend of Billie Jean;1985;Tous publics;96;['Action', 'Drama'];6.6;45;A Texas teenager cuts her hair short and becomes an outlaw martyr with her brother and friends.;['Matthew Robbins'];['Helen Slater', 'Christian Slater', 'Keith Gordon', 'Richard Bradford']
Ne jamais reculer;2008;Tous publics;113;['Action', 'Drama', 'Sport'];6.5;39;A frustrated and conflicted teenager arrives at a new high school to discover an underground fight club, and meets a classmate who begins to coerce him into fighting.;['Jeff Wadlow'];['Sean Faris', 'Djimon Hounsou', 'Amber Heard', 'Cam Gigandet']
Piege en haute mer;1992;Tous publics;103;['Action', 'Thriller'];6.5;58;An ex-Navy Seal turned cook is the only person who can stop a group of terrorists when they seize control of a U.S. battleship.;['Andrew Davis'];['Steven Seagal', 'Gary Busey', 'Tommy Lee Jones', 'Erika Eleniak']
Young Guns II;1990;Tous publics;104;['Action', 'Western'];6.5;47;In 1881, cattle baron John Chisum pays a bounty to Patrick Floyd Garrett to kill outlaw Billy the Kid.;['Geoff Murphy'];['Emilio Estevez', 'Kiefer Sutherland', 'Lou Diamond Phillips', 'Christian Slater']
Best of the Best;1989;Tous publics;97;['Action', 'Drama', 'Sport'];6.4;26;A team from the United States is going to compete against Korea in a Tae Kwon Do tournament. The team consists of fighters from all over the country - can they overcome their rivalry and work together to win?;['Robert Radler'];['Eric Roberts', 'James Earl Jones', 'Sally Kirkland', 'Phillip Rhee']
L'ouragan vient de Navarone;1978;Tous publics;118;['Action', 'Drama', 'War'];6.4;42;During World War II, several oddly assorted military experts are teamed in a mission to raid and destroy a bridge vital to enemy strategy.;['Guy Hamilton'];['Harrison Ford', 'Robert Shaw', 'Edward Fox', 'Franco Nero']
Le Dernier Rempart;2013;Tous publics avec avertissement;107;['Action', 'Thriller', 'Western'];6.3;54;The leader of a drug cartel busts out of a courthouse and speeds to the Mexican border, where the only thing in his path is a sheriff and his inexperienced staff.;['Jee-woon Kim'];['Arnold Schwarzenegger', 'Forest Whitaker', 'Johnny Knoxville', 'Rodrigo Santoro']
Les pilleurs;1992;Tous publics;101;['Action', 'Thriller'];6.3;54;Two firemen in a burning building get a treasure map - stolen gold church items are hidden in a closed down factory in St. Louis. Once there, they're trapped in by a black gang considering it their territory.;['Walter Hill'];['Bill Paxton', 'Ice-T', 'William Sadler', 'Ice Cube']
Le convoi;1978;Pas disponible;110;['Action', 'Drama'];6.3;47;"Truckers form a mile-long ""convoy"" in support of a trucker's vendetta with an abusive sheriff - Based on the country song of the same title by C.W. McCall.";['Sam Peckinpah'];['Kris Kristofferson', 'Ali MacGraw', 'Ernest Borgnine', 'Burt Young']
300 : La Naissance d'un empire;2014;12 avec avertissement;102;['Action', 'Drama'];6.2;48;Greek general Themistocles of Athens leads the naval charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.;['Noam Murro'];['Sullivan Stapleton', 'Eva Green', 'Lena Headey', 'Hans Matheson']
6 Underground;2019;16;128;['Action', 'Thriller'];6.1;41;Six individuals from all around the globe, each the very best at what they do, have been chosen not only for their skill, but for a unique desire to delete their pasts to change the future.;['Michael Bay'];['Ryan Reynolds', 'Mélanie Laurent', 'Manuel Garcia-Rulfo', 'Ben Hardy']
La Protegee;2021;18;109;['Action', 'Thriller'];6.1;48;Rescued as a child by the legendary assassin Moody, Anna is the world's most skilled contract killer. However, when Moody is brutally killed, she vows revenge for the man who taught her everything she knows.;['Martin Campbell'];['Michael Keaton', 'Maggie Q', 'Samuel L. Jackson', 'David Rintoul']
In a Valley of Violence;2016;R;104;['Action', 'Western'];6.1;64;A mysterious stranger and a random act of violence drag a town of misfits and nitwits into the bloody crosshairs of revenge.;['Ti West'];['Ethan Hawke', 'John Travolta', 'Taissa Farmiga', 'James Ransone']
Sukiyaki Western Django;2007;R;121;['Action', 'Western'];6.1;55;A nameless gunfighter arrives in a town ripped apart by rival gangs and, though courted by both to join, chooses his own path.;['Takashi Miike'];['Hideaki Itô', 'Kôichi Satô', 'Quentin Tarantino', 'Masanobu Andô']
Windtalkers - Les messagers du vent;2002;Tous publics;134;['Action', 'Drama', 'War'];6.1;51;Two U.S. Marines in World War II are assigned to protect Navajo Marines, who use their native language as an unbreakable radio cypher.;['John Woo'];['Nicolas Cage', 'Adam Beach', 'Peter Stormare', 'Noah Emmerich']
Man of Tai Chi;2013;Tous publics;105;['Action', 'Drama'];6.0;52;A young martial artist's unparalleled Tai Chi skills land him in a highly lucrative underworld fight club.;['Keanu Reeves'];['Tiger Hu Chen', 'Keanu Reeves', 'Karen Mok', 'Hai Yu']
The Tourist;2010;Tous publics;103;['Action', 'Thriller'];6.0;37;Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.;['Florian Henckel von Donnersmarck'];['Johnny Depp', 'Angelina Jolie', 'Paul Bettany', 'Timothy Dalton']
Jane Got a Gun;2015;Tous publics avec avertissement;98;['Action', 'Drama', 'Western'];5.9;49;A woman asks her ex-lover for help in order to save her outlaw husband from a gang out to kill him.;"['""Gavin OConnor""']";['Natalie Portman', 'Joel Edgerton', 'Ewan McGregor', 'Rodrigo Santoro']
American Outlaws;2001;Tous publics;94;['Action', 'Western'];5.9;25;5 Southern friends return home when the war ends 1865. But Yankee soldiers and Pinkerton are busy helping a railroad baron grab land from farmers along the planned railroad west. The 5 friends fight back.;['Les Mayfield'];['Colin Farrell', 'Scott Caan', 'Ali Larter', 'Gabriel Macht']
Cinq minarets a New-York;2010;Pas disponible;119;['Action', 'Drama'];5.7;0;"In Istanbul, terrorists abduct executives, blow-up the car of a journalist and plan five great attacks to the city. The violent police officer Firat Baran interrogates a terrorist and ...                See full summary »
";['Mahsun Kirmizigül'];['Haluk Bilginer', 'Danny Glover', 'Gina Gershon', 'Mahsun Kirmizigül']
Les soldats du desert;2006;R;106;['Action', 'Drama', 'War'];5.6;42;Three soldiers struggle to readjust to life at home after returning home from a lengthy tour in Iraq.;['Irwin Winkler'];['Samuel L. Jackson', '50 Cent', 'Jessica Biel', 'Brian Presley']
La vallee des loups - Irak;2006;16;122;['Action', 'Drama', 'War'];5.6;0;The film covers through fiction real-life events like the occupation of Iraq, the execution of Daniel Pearl, the Hood event and the Abu Ghraib torture scandal.;['Serdar Akar'];['Necati Sasmaz', 'Billy Zane', 'Ghassan Massoud', 'Bergüzar Korel']
Ninja;2009;R;86;['Action', 'Thriller'];5.5;0;A westerner named Casey, studying Ninjutsu in Japan, is asked by the Sensei to return to New York to protect the legendary Yoroi Bitsu, an armored chest that contains the weapons of the last Koga Ninja.;['Isaac Florentine'];['Scott Adkins', 'Tsuyoshi Ihara', 'Mika Hijii', 'Todd Jensen']
Breaking In;2018;12;88;['Action', 'Thriller'];5.4;42;A woman fights to protect her family during a home invasion.;['James McTeigue'];['Gabrielle Union', 'Billy Burke', 'Richard Cabral', 'Ajiona Alexus']
L'homme aux poings de fer;2012;12;95;['Action'];5.4;51;On the hunt for a fabled treasure of gold, a band of warriors, assassins, and a rogue British soldier descend upon a village in feudal China, where a humble blacksmith looks to defend himself and his fellow villagers.;['RZA'];['Russell Crowe', 'Cung Le', 'Lucy Liu', 'RZA']
Invasion U.S.A.;1985;12;107;['Action', 'Thriller'];5.4;29;A one-man army comes to the rescue of the United States when a spy attempts an invasion.;['Joseph Zito'];['Chuck Norris', 'Richard Lynch', 'Melissa Prophet', 'Alexander Zale']
Ong-bak 3 - L'ultime combat;2010;R;99;['Action'];4.9;38;Continuing from Ong Bak 2's 1440s, Prince Tien fails to revenge his parents' murder by the evil new ruler. The beaten Tien is rescued. Can he bring peace to the kingdom?;[' Tony Jaa', 'Panna Rittikrai'];['Tony Jaa', 'Dan Chupong', 'Sarunyu Wongkrachang', 'Primrata Dej-Udom']
Biker Boyz;2003;Tous Public;110;['Action', 'Drama'];4.6;36;A son of the leader of a legendary group of an urban biker gang tries to retain his championship title.;['Reggie Rock Bythewood'];['Laurence Fishburne', 'Derek Luke', 'Orlando Jones', 'Djimon Hounsou']
Driven;2001;Tous publics;116;['Action', 'Drama', 'Sport'];4.6;29;A young hot shot driver is in the middle of a championship season and is coming apart at the seams. A former CART champion is called in to give him guidance.;['Renny Harlin'];['Sylvester Stallone', 'Kip Pardue', 'Til Schweiger', 'Burt Reynolds']
La sentinelle;2014;R;94;['Action', 'Drama', 'Thriller'];4.5;31;When a devastating illness threatens to end Evan Lake's career in the C.I.A., he goes rogue to hunt down a terrorist who tortured him during a mission gone awry years ago.;['Paul Schrader'];['Nicolas Cage', 'Anton Yelchin', 'Alexander Karim', 'Irène Jacob']
Les Aventuriers de l'arche perdue;1981;Tous publics;115;['Action', 'Adventure'];8.4;85;Archaeology professor Indiana Jones ventures to seize a biblical artefact known as the Ark of the Covenant. While doing so, he puts up a fight against Renee and a troop of Nazis.;['Steven Spielberg'];['Harrison Ford', 'Karen Allen', 'Paul Freeman', 'John Rhys-Davies']
Indiana Jones et la derniere croisade;1989;Tous publics;127;['Action', 'Adventure'];8.2;65;"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.";['Steven Spielberg'];['Harrison Ford', 'Sean Connery', 'Alison Doody', 'Denholm Elliott']
Stand by Me : Compte sur moi;1986;Tous publics;89;['Adventure', 'Drama'];8.1;75;After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy.;['Rob Reiner'];['Wil Wheaton', 'River Phoenix', 'Corey Feldman', 'Jerry OConnell']
Ben-Hur;1959;Tous publics;212;['Adventure', 'Drama'];8.1;90;After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge.;['William Wyler'];['Charlton Heston', 'Jack Hawkins', 'Stephen Boyd', 'Haya Harareet']
Fitzcarraldo;1982;Tous publics;158;['Adventure', 'Drama'];8.0;0;The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle.;['Werner Herzog'];['Klaus Kinski', 'Claudia Cardinale', 'José Lewgoy', 'Miguel Ángel Fuentes']
Skyfall;2012;Tous publics;143;['Action', 'Adventure', 'Thriller'];7.8;81;James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.;['Sam Mendes'];['Daniel Craig', 'Javier Bardem', 'Naomie Harris', 'Judi Dench']
Une journee en enfer - Die Hard 3;1995;Tous publics;128;['Action', 'Adventure', 'Thriller'];7.6;58;John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building.;['John McTiernan'];['Bruce Willis', 'Jeremy Irons', 'Samuel L. Jackson', 'Graham Greene']
La randonnee;1971;Tous publics;100;['Adventure', 'Drama'];7.6;85;"Two city-bred siblings are stranded in the Australian Outback, where they learn to survive with the aid of an Aboriginal boy on his ""walkabout"": a ritual separation from his tribe.";['Nicolas Roeg'];['Jenny Agutter', 'David Gulpilil', 'Luc Roeg', 'John Meillon']
Batman;1989;Tous publics;126;['Action', 'Adventure'];7.5;69;The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.;['Tim Burton'];['Michael Keaton', 'Jack Nicholson', 'Kim Basinger', 'Robert Wuhl']
Indiana Jones et le Temple maudit;1984;Tous publics;118;['Action', 'Adventure'];7.5;57;A skirmish in Shanghai puts archaeologist Indiana Jones, his partner Short Round and singer Willie Scott crossing paths with an Indian village desperate to reclaim a rock stolen by a secret cult beneath the catacombs of an ancient palace.;['Steven Spielberg'];['Harrison Ford', 'Kate Capshaw', 'Ke Huy Quan', 'Amrish Puri']
Mission: Impossible - Rogue Nation;2015;Tous publics;131;['Action', 'Adventure', 'Thriller'];7.4;75;Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF.;['Christopher McQuarrie'];['Tom Cruise', 'Rebecca Ferguson', 'Jeremy Renner', 'Simon Pegg']
The Nightingale;2018;12;136;['Adventure', 'Drama', 'Thriller'];7.3;77;Set in 1825, Clare, a young Irish convict woman, chases a British officer through the rugged Tasmanian wilderness, bent on revenge for a terrible act of violence he committed against her family. On the way she enlists the services of an Aboriginal tracker named Billy, who is also marked by trauma from his own violence-filled past.;['Jennifer Kent'];['Aisling Franciosi', 'Maya Christie', 'Baykali Ganambarr', 'Addison Christie']
Easy Rider;1969;13;95;['Adventure', 'Drama'];7.3;85;Two bikers head from L.A. to New Orleans through the open country and desert lands, and along the way they meet a man who bridges a counter-culture gap of which they had been unaware.;['Dennis Hopper'];['Peter Fonda', 'Dennis Hopper', 'Jack Nicholson', 'Antonio Mendoza']
Les professionnels;1966;Tous publics;117;['Action', 'Adventure', 'Western'];7.3;75;An arrogant Texas millionaire hires four adventurers to rescue his kidnapped wife from a notorious Mexican bandit.;['Richard Brooks'];['Burt Lancaster', 'Lee Marvin', 'Robert Ryan', 'Woody Strode']
Moby Dick;1956;Tous Public;116;['Adventure', 'Drama'];7.3;0;The sole survivor of a lost whaling ship relates the tale of his captain's self-destructive obsession to hunt the white whale, Moby Dick.;['John Huston'];['Gregory Peck', 'Richard Basehart', 'Leo Genn', 'James Robertson Justice']
Leave No Trace;2018;Tous publics;109;['Adventure', 'Drama'];7.1;88;A father and his thirteen-year-old daughter are living an ideal existence in a vast urban park in Portland, Oregon when a small mistake derails their lives forever.;['Debra Granik'];['Thomasin McKenzie', 'Ben Foster', 'Jeffery Rifflard', 'Derek John Drescher']
Everybody's Fine;2009;Tous Public;100;['Adventure', 'Drama'];7.1;47;A widower who realized his only connection to his family was through his wife sets off on an impromptu road trip to reunite with each of his grown children.;['Kirk Jones'];['Robert De Niro', 'Kate Beckinsale', 'Sam Rockwell', 'Drew Barrymore']
Les trois mousquetaires;1973;Tous Public;106;['Action', 'Adventure'];7.1;77;A young swordsman comes to Paris and faces villains, romance, adventure and intrigue with three Musketeer friends.;['Richard Lester'];['Oliver Reed', 'Raquel Welch', 'Richard Chamberlain', 'Michael York']
L'aventure du Poseidon;1972;Tous publics;117;['Action', 'Adventure', 'Drama'];7.1;70;Nine people explore a cruise ship at sea in a manner that turns their whole lives upside down.;['Ronald Neame'];['Gene Hackman', 'Ernest Borgnine', 'Shelley Winters', 'Red Buttons']
L'express du colonel von Ryan;1965;Tous Public;117;['Action', 'Adventure', 'War'];7.1;0;An American POW leads a group of mainly British prisoners to escape from the Germans in WWII.;['Mark Robson'];['Frank Sinatra', 'Trevor Howard', 'Raffaella Carrà', 'Brad Dexter']
One Week;2008;Unrated;94;['Adventure', 'Drama'];7.0;0;Chronicles the motorcycle trip of Ben Tyler as he rides from Toronto to Tofino, British Columbia. Ben stops at landmarks that are both iconic and idiosyncratic on his quest to find meaning in his life.;['Michael McGowan'];['Joshua Jackson', 'Peter Spence', 'Marc Strange', 'Gage Munroe']
Vera Cruz;1954;Tous publics;94;['Adventure', 'Western'];7.0;0;During the Mexican Rebellion of 1866, an unsavory group of American adventurers are hired by the forces of Emporer Maximilian to escort a countess to Vera Cruz.;['Robert Aldrich'];['Gary Cooper', 'Burt Lancaster', 'Denise Darcel', 'Cesar Romero']
All Is Lost;2013;Tous publics;106;['Action', 'Adventure', 'Drama'];6.9;87;After a collision with a shipping container at sea, a resourceful sailor finds himself, despite all efforts to the contrary, staring his mortality in the face.;[''];[' J.C. Chandor', '| ', '    Star:', 'Robert Redford']
Operation Tonnerre;1965;Tous publics;130;['Action', 'Adventure', 'Thriller'];6.9;64;James Bond heads to the Bahamas to recover two nuclear warheads stolen by S.P.E.C.T.R.E. Agent Emilio Largo in an international extortion scheme.;['Terence Young'];['Sean Connery', 'Claudine Auger', 'Adolfo Celi', 'Luciana Paluzzi']
La Mission;2020;13;118;['Action', 'Adventure', 'Drama'];6.8;73;A Civil War veteran agrees to deliver a girl, taken by the Kiowa people years ago, to her aunt and uncle, against her will. They travel hundreds of miles and face grave dangers as they search for a place that either can call home.;['Paul Greengrass'];['Tom Hanks', 'Helena Zengel', 'Tom Astor', 'Travis Johnson']
Arctic;2018;Tous publics;98;['Adventure', 'Drama'];6.8;71;A man stranded in the Arctic after a plane crash must decide whether to remain in the relative safety of his makeshift camp or to embark on a deadly trek through the unknown.;['Joe Penna'];['Mads Mikkelsen', 'Maria Thelma Smáradóttir', 'Tintrinai Thikhasuk']
Les sept mercenaires;2016;Tous publics;132;['Action', 'Adventure', 'Western'];6.8;54;Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.;['Antoine Fuqua'];['Denzel Washington', 'Chris Pratt', 'Ethan Hawke', 'Vincent DOnofrio']
Les oies sauvages;1978;12;134;['Action', 'Adventure', 'Drama'];6.8;0;A British banker hires a group of British mercenaries to rescue a deposed African President from the hands of a corrupt African dictator.;['Andrew V. McLaglen'];['Richard Burton', 'Roger Moore', 'Richard Harris', 'Hardy Krüger']
Capricorn One;1977;Tous publics;123;['Action', 'Adventure', 'Drama'];6.8;38;When the first manned flight to Mars is deemed unsafe and scrubbed on the launch pad, anxious authorities must scramble to save face and retain their funding - and so an unthinkable plot to fake the mission is hatched.;['Peter Hyams'];['Elliott Gould', 'James Brolin', 'Brenda Vaccaro', 'Sam Waterston']
Une bible et un fusil;1975;12;108;['Adventure', 'Drama', 'Western'];6.8;0;Marshal Rooster Cogburn unwillingly teams up with Eula Goodnight to track down her father's murderers.;['Stuart Millar'];['John Wayne', 'Katharine Hepburn', 'Anthony Zerbe', 'Richard Jordan']
Au service secret de Sa Majeste;1969;Tous publics;142;['Action', 'Adventure', 'Thriller'];6.8;61;James Bond woos a mob boss' daughter and goes undercover to uncover the true reason for Ernst Stavro Blofeld's allergy research in the Swiss Alps involving beautiful women from around the world.;['Peter R. Hunt'];['George Lazenby', 'Diana Rigg', 'Telly Savalas', 'Gabriele Ferzetti']
On ne vit que deux fois;1967;Tous publics;117;['Action', 'Adventure', 'Thriller'];6.8;61;James Bond and the Japanese Secret Service must find and stop the true culprit of a series of space hijackings, before war is provoked between Russia and the United States.;['Lewis Gilbert'];['Sean Connery', 'Akiko Wakabayashi', 'Mie Hama', 'Tetsurô Tanba']
L'agence tous risques;2010;Tous publics;117;['Action', 'Adventure', 'Thriller'];6.7;47;A group of Iraq War veterans look to clear their name with the U.S. Military, who suspect the four men of committing a crime for which they were framed.;['Joe Carnahan'];['Liam Neeson', 'Bradley Cooper', 'Sharlto Copley', 'Jessica Biel']
Croc-Blanc;1991;Tous publics;107;['Adventure', 'Drama'];6.7;62;Jack London's classic adventure story about the friendship developed between a Yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him.;['Randal Kleiser'];['Ethan Hawke', 'Klaus Maria Brandauer', 'Jed', 'Seymour Cassel']
L'homme au pistolet d'or;1974;Tous publics;125;['Action', 'Adventure', 'Thriller'];6.7;43;James Bond is targeted by the world's most expensive assassin, while he attempts to recover sensitive solar cell technology that is being sold to the highest bidder.;['Guy Hamilton'];['Roger Moore', 'Christopher Lee', 'Britt Ekland', 'Maud Adams']
Vivre et laisser mourir;1973;Tous publics;121;['Action', 'Adventure', 'Thriller'];6.7;55;James Bond is sent to stop a diabolically brilliant heroin magnate armed with a complex organisation and a reliable psychic tarot card reader.;['Guy Hamilton'];['Roger Moore', 'Yaphet Kotto', 'Jane Seymour', 'Clifton James']
Alpha;2018;Tous publics;96;['Action', 'Adventure', 'Drama'];6.6;63;In the prehistoric past, a young man struggles to return home after being separated from his tribe during a buffalo hunt. He finds a similarly lost wolf companion and starts a friendship that would change humanity.;['Albert Hughes'];['Kodi Smit-McPhee', 'Jóhannes Haukur Jóhannesson', 'Marcin Kowalczyk', 'Jens Hultén']
Quantum of Solace;2008;Tous publics;106;['Action', 'Adventure', 'Thriller'];6.6;58;James Bond descends into mystery as he tries to stop a mysterious organisation from eliminating a country's most valuable resource.;['Marc Forster'];['Daniel Craig', 'Olga Kurylenko', 'Mathieu Amalric', 'Judi Dench']
Mosquito Coast;1986;Tous Public;117;['Adventure', 'Drama', 'Thriller'];6.6;51;An inventor spurns his city life and moves his family into the jungles of Central America to make a utopia.;['Peter Weir'];['Harrison Ford', 'Helen Mirren', 'River Phoenix', 'Jadrien Steele']
Da 5 Bloods: Freres de sang;2020;16;154;['Adventure', 'Drama', 'War'];6.5;82;Four African-American vets battle the forces of man and nature when they return to Vietnam seeking the remains of their fallen squad leader and the gold fortune he helped them hide.;['Spike Lee'];['Delroy Lindo', 'Jonathan Majors', 'Clarke Peters', 'Norm Lewis']
La derniere piste;2010;Tous Public;104;['Adventure', 'Drama', 'Thriller'];6.5;85;Settlers traveling through the Oregon desert in 1845 find themselves stranded in harsh conditions.;['Kelly Reichardt'];['Michelle Williams', 'Bruce Greenwood', 'Paul Dano', 'Will Patton']
Chasseur blanc, coeur noir;1990;Tous publics;112;['Adventure', 'Drama'];6.5;66;A thinly fictionalized account of a legendary movie director, whose desire to hunt down an animal turns into a grim situation with his movie crew in Africa.;['Clint Eastwood'];['Clint Eastwood', 'Jeff Fahey', 'Charlotte Cornwell', 'Norman Lumsden']
Lone Ranger, naissance d'un heros;2013;Tous publics;150;['Action', 'Adventure', 'Western'];6.4;37;Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice.;['Gore Verbinski'];['Johnny Depp', 'Armie Hammer', 'William Fichtner', 'Tom Wilkinson']
Greystoke : La Legende de Tarzan, seigneur des singes;1984;Tous publics;143;['Adventure', 'Drama'];6.4;62;A missing heir of respected Scottish family, raised in African jungles by animals, finally returns to his estate only to realize that difference between the two worlds is really significant.;['Hugh Hudson'];['Christopher Lambert', 'Andie MacDowell', 'Ralph Richardson', 'Ian Holm']
Uncharted;2022;Tous publics;116;['Action', 'Adventure'];6.3;45;"Street-smart Nathan Drake is recruited by seasoned treasure hunter Victor ""Sully"" Sullivan to recover a fortune amassed by Ferdinand Magellan, and lost 500 years ago by the House of Moncada.";['Ruben Fleischer'];['Tom Holland', 'Mark Wahlberg', 'Antonio Banderas', 'Sophia Ali']
Indiana Jones et le royaume du crane de cristal;2008;Tous publics;122;['Action', 'Adventure'];6.2;65;"In 1957, archaeologist and adventurer Dr. Henry ""Indiana"" Jones, Jr. is called back into action and becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.";['Steven Spielberg'];['Harrison Ford', 'Cate Blanchett', 'Shia LaBeouf', 'Karen Allen']
Tigre et dragon 2;2016;PG-13;96;['Action', 'Adventure', 'Drama'];6.1;47;A story of lost love, young love, a legendary sword and one last opportunity at redemption.;['Woo-Ping Yuen'];['Donnie Yen', 'Michelle Yeoh', 'Harry Shum Jr.', 'Natasha Liu Bordizzo']
Le transporteur 3;2008;Tous publics;104;['Action', 'Adventure', 'Thriller'];6.0;51;Frank Martin is forced to deliver Valentina, the kidnapped daughter of a Ukrainian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery.;['Olivier Megaton'];['Jason Statham', 'Robert Knepper', 'Natalya Rudakova', 'François Berléand']
xXx;2002;Tous publics;124;['Action', 'Adventure', 'Thriller'];5.8;48;An extreme sports athlete, Xander Cage, is recruited by the government on a special mission.;['Rob Cohen'];['Vin Diesel', 'Asia Argento', 'Marton Csokas', 'Samuel L. Jackson']
