name;year;certificate;runtime;genre;rating;metascore;text-muted;director;stars
The Crow;1994;16;102;['Action', 'Crime', 'Drama'];7.5;71;A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.;['Alex Proyas'];['Brandon Lee', 'Michael Wincott', 'Rochelle Davis', 'Ernie Hudson']
Un monde parfait;1993;Tous publics avec avertissement;138;['Crime', 'Drama', 'Thriller'];7.5;71;A kidnapped boy strikes up a friendship with his captor, an escaped convict on the run from the law, while the search for him continues.;['Clint Eastwood'];['Kevin Costner', 'Clint Eastwood', 'Laura Dern', 'T.J. Lowther']
Menace to Society;1993;16;97;['Crime', 'Drama', 'Thriller'];7.5;76;A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.;[' Albert Hughes', 'Allen Hughes'];['Tyrin Turner', 'Larenz Tate', 'June Kyoto Lu', 'Toshi Toda']
The Player;1992;Tous publics;124;['Comedy', 'Crime', 'Drama'];7.5;86;A Hollywood studio executive is being sent death threats by a writer whose script he rejected, but which one?;['Robert Altman'];['Tim Robbins', 'Greta Scacchi', 'Fred Ward', 'Whoopi Goldberg']
Braindead;1992;16;104;['Comedy', 'Fantasy', 'Horror'];7.5;54;A young man's mother is bitten by a Sumatran rat-monkey. She gets sick and dies, at which time she comes back to life, killing and eating dogs, nurses, friends, and neighbors.;['Peter Jackson'];['Timothy Balme', 'Diana Peñalver', 'Elizabeth Moody', 'Ian Watkin']
A la poursuite d'Octobre Rouge;1990;Tous publics;135;['Action', 'Adventure', 'Thriller'];7.5;58;In November 1984, the Soviet Union's best submarine captain violates orders and heads for the U.S. in a new undetectable sub. The American CIA and military must quickly determine: Is he trying to defect or to start a war?;['John McTiernan'];['Sean Connery', 'Alec Baldwin', 'Scott Glenn', 'Sam Neill']
Santa sangre;1989;16;123;['Drama', 'Horror', 'Thriller'];7.5;0;"A former circus artist escapes from a mental hospital to rejoin his armless mother - the leader of a strange religious cult - and is forced to enact brutal murders in her name as he becomes ""her arms"".";['Alejandro Jodorowsky'];['Axel Jodorowsky', 'Blanca Guerra', 'Guy Stockwell', 'Thelma Tixou']
Abyss;1989;Tous publics;140;['Adventure', 'Drama', 'Mystery'];7.5;62;A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.;['James Cameron'];['Ed Harris', 'Mary Elizabeth Mastrantonio', 'Michael Biehn', 'Leo Burmester']
Midnight Run;1988;Tous publics;126;['Action', 'Comedy', 'Crime'];7.5;78;A bounty hunter pursues a former Mafia accountant who is also being chased by a rival bounty hunter, the F.B.I., and his old mob boss after jumping bail.;['Martin Brest'];['Robert De Niro', 'Charles Grodin', 'Yaphet Kotto', 'John Ashton']
Les Guerriers de la nuit;1979;13;93;['Action', 'Crime', 'Thriller'];7.5;65;A street gang known as The Warriors must fight their way from the Bronx to their home turf on Coney Island when they are falsely accused of assassinating a respected gang leader.;['Walter Hill'];['Michael Beck', 'James Remar', 'Dorsey Wright', 'Brian Tyler']
Midnight Express;1978;16;121;['Biography', 'Crime', 'Drama'];7.5;59;Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison.;['Alan Parker'];['Brad Davis', 'Irene Miracle', 'Bo Hopkins', 'Paolo Bonacelli']
Profession: reporter;1975;Tous publics;126;['Drama', 'Thriller'];7.5;90;Unable to find the war he's been asked to cover, a frustrated war correspondent takes the risky path of co-opting the identity of a dead arms-deal acquaintance.;['Michelangelo Antonioni'];['Jack Nicholson', 'Maria Schneider', 'Jenny Runacre', 'Ian Hendry']
The Wicker Man;1973;Tous publics avec avertissement;88;['Horror', 'Mystery', 'Thriller'];7.5;87;A puritan Police Sergeant arrives in a Scottish island village in search of a missing girl, who the Pagan locals claim never existed.;['Robin Hardy'];['Edward Woodward', 'Christopher Lee', 'Diane Cilento', 'Britt Ekland']
Tuez Charley Varrick!;1973;Tous publics;111;['Crime', 'Drama', 'Thriller'];7.5;0;A man, his wife and their friend stage a bloody bank robbery without realizing they are stealing from the Mob.;['Don Siegel'];['Walter Matthau', 'Joe Don Baker', 'Felicia Farr', 'Andrew Robinson']
Scrooge;1970;Tous Public;113;['Drama', 'Family', 'Fantasy'];7.5;58;A musical retelling of Charles Dickens' classic novel about an old bitter miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions.;['Ronald Neame'];['Albert Finney', 'Alec Guinness', 'Edith Evans', 'Kenneth More']
Blow-Up;1966;Tous publics;111;['Drama', 'Mystery', 'Thriller'];7.5;82;A fashion photographer unknowingly captures a death on film after following two lovers in a park.;['Michelangelo Antonioni'];['David Hemmings', 'Vanessa Redgrave', 'Sarah Miles', 'John Castle']
L'obsede;1965;12;119;['Drama', 'Thriller'];7.5;0;A man kidnaps a woman and holds her hostage just for the pleasure of having her there.;['William Wyler'];['Terence Stamp', 'Samantha Eggar', 'Mona Washbourne', 'Maurice Dallimore']
Chut...chut...chere Charlotte;1964;12;133;['Crime', 'Drama', 'Mystery'];7.5;0;An aging, reclusive Southern belle plagued by a horrifying family secret descends into madness after the arrival of a lost relative.;['Robert Aldrich'];['Bette Davis', 'Olivia de Havilland', 'Joseph Cotten', 'Agnes Moorehead']
La Machine a explorer le temps;1960;Tous Public;103;['Adventure', 'Romance', 'Sci-Fi'];7.5;67;A man's vision for a utopian society is disillusioned when travelling forward into time reveals a dark and dangerous society.;['George Pal'];['Rod Taylor', 'Alan Young', 'Yvette Mimieux', 'Sebastian Cabot']
Soudain l'ete dernier;1959;Pas disponible;114;['Drama', 'Mystery', 'Thriller'];7.5;54;A surgeon is assigned the case of a young woman whose aunt wants her lobotomized to cover up a family secret.;['Joseph L. Mankiewicz'];['Elizabeth Taylor', 'Katharine Hepburn', 'Montgomery Clift', 'Albert Dekker']
En quatrieme vitesse;1955;Tous publics;106;['Crime', 'Film-Noir', 'Mystery'];7.5;0;"A doomed female hitchhiker pulls Mike Hammer into a deadly whirlpool of intrigue, revolving around a mysterious ""great whatsit"".";['Robert Aldrich'];['Ralph Meeker', 'Albert Dekker', 'Paul Stewart', 'Juano Hernandez']
La maison des otages;1955;Pas disponible;112;['Crime', 'Drama', 'Film-Noir'];7.5;0;Three escaped convicts move in on and terrorize a suburban household.;['William Wyler'];['Humphrey Bogart', 'Fredric March', 'Arthur Kennedy', 'Martha Scott']
La dame de Shanghai;1947;Pas disponible;87;['Crime', 'Drama', 'Film-Noir'];7.5;0;Fascinated by gorgeous Mrs. Bannister, seaman Michael O'Hara joins a bizarre yachting cruise, and ends up mired in a complex murder plot.;['Orson Welles'];['Rita Hayworth', 'Orson Welles', 'Everett Sloane', 'Glenn Anders']
Les Passagers de la nuit;1947;Tous publics;106;['Film-Noir', 'Thriller'];7.5;68;A man convicted of murdering his wife escapes from prison and works with a woman to try to prove his innocence.;['Delmer Daves'];['Humphrey Bogart', 'Lauren Bacall', 'Bruce Bennett', 'Agnes Moorehead']
La Maison du docteur Edwardes;1945;Tous publics;111;['Film-Noir', 'Mystery', 'Romance'];7.5;79;A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.;['Alfred Hitchcock'];['Ingrid Bergman', 'Gregory Peck', 'Michael Chekhov', 'Leo G. Carroll']
Le Portrait de Dorian Gray;1945;Tous publics;110;['Drama', 'Fantasy', 'Horror'];7.5;0;A corrupt young man somehow keeps his youthful beauty, but a special painting gradually reveals his inner ugliness to all.;['Albert Lewin'];['George Sanders', 'Hurd Hatfield', 'Donna Reed', 'Angela Lansbury']
Adieu ma belle;1944;Tous Public;95;['Crime', 'Drama', 'Film-Noir'];7.5;0;After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.;['Edward Dmytryk'];['Dick Powell', 'Claire Trevor', 'Anne Shirley', 'Otto Kruger']
La Grande Evasion;1941;Tous publics;100;['Action', 'Adventure', 'Drama'];7.5;0;After being released from prison, notorious thief Roy Earle is hired by his old boss to help a group of inexperienced criminals plan and carry out the robbery of a California resort.;['Raoul Walsh'];['Ida Lupino', 'Humphrey Bogart', 'Alan Curtis', 'Arthur Kennedy']
Correspondant 17;1940;Tous publics;120;['Action', 'Romance', 'Thriller'];7.5;88;On the eve of World War II, a young American reporter tries to expose enemy agents in London.;['Alfred Hitchcock'];['Joel McCrea', 'Laraine Day', 'Herbert Marshall', 'George Sanders']
La foret petrifiee;1936;Tous Public;82;['Drama', 'Thriller'];7.5;0;A waitress, a hobo and a bank robber get mixed up at a lonely diner in the desert.;['Archie Mayo'];['Leslie Howard', 'Humphrey Bogart', 'Bette Davis', 'Genevieve Tobin']
The Lighthouse;2019;12;109;['Drama', 'Fantasy', 'Horror'];7.4;83;Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.;['Robert Eggers'];['Robert Pattinson', 'Willem Dafoe', 'Valeriia Karaman', 'Logan Hawkes']
Nobody;2021;12;92;['Action', 'Crime', 'Drama'];7.4;64;A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss.;['Ilya Naishuller'];['Bob Odenkirk', 'Aleksey Serebryakov', 'Connie Nielsen', 'Christopher Lloyd']
Woman at War;2018;Tous publics;101;['Adventure', 'Comedy', 'Drama'];7.4;81;Halla becomes a determined environmental activist, but this threatens a long-held hope of hers.;['Benedikt Erlingsson'];['Halldóra Geirharðsdóttir', 'Jóhann Sigurðarson', 'Juan Camilo Román Estrada', 'Jörundur Ragnarsson']
John Wick Parabellum;2019;12 avec avertissement;130;['Action', 'Crime', 'Thriller'];7.4;73;John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.;['Chad Stahelski'];['Keanu Reeves', 'Halle Berry', 'Ian McShane', 'Laurence Fishburne']
Uncut Gems;2019;16;135;['Crime', 'Drama', 'Thriller'];7.4;91;With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hope of staying afloat and alive.;[' Benny Safdie', 'Josh Safdie'];['Adam Sandler', 'Julia Fox', 'Idina Menzel', 'Mesfin Lamengo']
Designe coupable;2021;Tous publics;129;['Biography', 'Drama', 'Thriller'];7.4;53;Mohamedou Ould Slahi fights for freedom after being detained and imprisoned without charge by the U.S. Government for years.;['Kevin Macdonald'];['Tahar Rahim', 'Nouhe Hamady Bari', 'Saadna Hamoud', 'Mohamed Yeslem Mousse']
John Wick 2;2017;12;122;['Action', 'Crime', 'Thriller'];7.4;75;After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.;['Chad Stahelski'];['Keanu Reeves', 'Riccardo Scamarcio', 'Ian McShane', 'Ruby Rose']
Le dernier duel;2021;12 avec avertissement;152;['Action', 'Drama', 'History'];7.4;67;King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire by challenging him to a duel.;['Ridley Scott'];['Matt Damon', 'Adam Driver', 'Jodie Comer', 'Harriet Walter']
Suburra;2015;16;130;['Crime', 'Drama', 'Thriller'];7.4;0;"A gangster known as ""Samurai"" wants to turn the waterfront of Rome into a new Las Vegas. All the local mob bosses have agreed to work for this common goal. But peace is not to last long.";['Stefano Sollima'];['Pierfrancesco Favino', 'Elio Germano', 'Claudio Amendola', 'Alessandro Borghi']
Remember;2015;R;94;['Drama', 'Mystery', 'Thriller'];7.4;52;With the aid of a fellow Auschwitz survivor and a hand-written letter, an elderly man with dementia goes in search of the person he believes to be responsible for the death of his family in the death camp to kill him himself.;['Atom Egoyan'];['Christopher Plummer', 'Kim Roberts', 'Amanda Smith', 'Martin Landau']
La Planete des singes : Suprematie;2017;Tous publics;140;['Action', 'Adventure', 'Drama'];7.4;82;After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.;['Matt Reeves'];['Andy Serkis', 'Woody Harrelson', 'Steve Zahn', 'Karin Konoval']
Limitless;2011;Tous publics;105;['Sci-Fi', 'Thriller'];7.4;59;A mysterious pill that enables the user to access 100% of his brain's abilities transforms a struggling writer into a financial wizard, but it also puts him in a new world with many dangers.;['Neil Burger'];['Bradley Cooper', 'Anna Friel', 'Abbie Cornish', 'Robert De Niro']
Que justice soit faite;2009;12 avec avertissement;109;['Action', 'Crime', 'Drama'];7.4;34;A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free.;['F. Gary Gray'];['Gerard Butler', 'Jamie Foxx', 'Leslie Bibb', 'Colm Meaney']
Felon;2008;R;104;['Crime', 'Thriller'];7.4;58;Locked up for killing an intruder in self-defense, a family man must cope with life in the violent penal system.;['Ric Roman Waugh'];['Stephen Dorff', 'Marisol Nichols', 'Vincent Miller', 'Anne Archer']
Chronique d'un scandale;2006;Tous publics;92;['Crime', 'Drama', 'Romance'];7.4;73;"A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her fifteen-year-old students. However, her intentions with this new ""friend"" also go well beyond a platonic friendship.";['Richard Eyre'];['Cate Blanchett', 'Judi Dench', 'Andrew Simpson', 'Tom Georgeson']
Paradise Now;2005;PG-13;91;['Crime', 'Drama', 'Thriller'];7.4;71;Two childhood friends are recruited for a suicide bombing in Tel Aviv.;['Hany Abu-Assad'];['Kais Nashif', 'Ali Suliman', 'Lubna Azabal', 'Hamza Abu-Aiaash']
L'ennemi public ndeg1;2008;Tous publics;133;['Action', 'Biography', 'Crime'];7.4;72;The story of the notorious French gangster Jacques Mesrine, with the focus on his life and death as France's Public Enemy No. 1 in the 1970s.;['Jean-François Richet'];['Vincent Cassel', 'Ludivine Sagnier', 'Mathieu Amalric', 'Samuel Le Bihan']
A History of Violence;2005;12;96;['Action', 'Crime', 'Drama'];7.4;81;A mild-mannered man becomes a local hero through an act of violence, which sets off repercussions that will shake his family to its very core.;['David Cronenberg'];['Viggo Mortensen', 'Maria Bello', 'Ed Harris', 'William Hurt']
The Constant Gardener;2005;Tous publics;129;['Drama', 'Mystery', 'Romance'];7.4;82;A widower is determined to get to the bottom of a potentially explosive secret involving his wife's murder, big business, and corporate corruption.;['Fernando Meirelles'];['Ralph Fiennes', 'Rachel Weisz', 'Danny Huston', 'Hubert Koundé']
Ghost in the Shell 2: Innocence;2004;Tous publics;100;['Animation', 'Drama', 'Mystery'];7.4;66;In the year 2032, Batô, a cyborg detective for the anti-terrorist unit Public Security Section 9, investigates the case of a female robot--one created solely for sexual pleasure--who slaughtered her owner.;['Mamoru Oshii'];['Akio Ôtsuka', 'Atsuko Tanaka', 'Tamio Ôki', 'Kôichi Yamadera']
X-Men 2;2003;Tous publics;134;['Action', 'Adventure', 'Sci-Fi'];7.4;68;When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him.;['Bryan Singer'];['Patrick Stewart', 'Hugh Jackman', 'Halle Berry', 'Ian McKellen']
Frequence interdite;2000;Tous publics;118;['Crime', 'Drama', 'Mystery'];7.4;67;An accidental cross-time radio link connects father and son across 30 years. The son tries to save his father's life, but then must fix the consequences.;['Gregory Hoblit'];['Dennis Quaid', 'Jim Caviezel', 'Shawn Doyle', 'Elizabeth Mitchell']
Le talentueux Mr. Ripley;1999;Tous publics;139;['Crime', 'Drama', 'Thriller'];7.4;76;In late 1950s New York, Tom Ripley, a young underachiever, is sent to Italy to retrieve Dickie Greenleaf, a rich and spoiled millionaire playboy. But when the errand fails, Ripley takes extreme measures.;['Anthony Minghella'];['Matt Damon', 'Gwyneth Paltrow', 'Jude Law', 'Cate Blanchett']
Le droit de tuer?;1996;Tous publics;149;['Crime', 'Drama', 'Thriller'];7.4;54;In Clanton, Mississippi, a fearless young lawyer and his assistant defend a black man accused of murdering two white men who raped his ten-year-old daughter, inciting violent retribution and revenge from the Ku Klux Klan.;['Joel Schumacher'];['Matthew McConaughey', 'Sandra Bullock', 'Samuel L. Jackson', 'Kevin Spacey']
Rock;1996;Tous publics;136;['Action', 'Adventure', 'Thriller'];7.4;58;A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco.;['Michael Bay'];['Sean Connery', 'Nicolas Cage', 'Ed Harris', 'John Spencer']
Dolores Claiborne;1995;Tous publics;132;['Crime', 'Drama', 'Mystery'];7.4;62;A big city reporter travels to a small town where her mother has been arrested for the murder of an elderly woman for whom she worked as a housekeeper.;['Taylor Hackford'];['Kathy Bates', 'Jennifer Jason Leigh', 'Christopher Plummer', 'Judy Parfitt']
Le syndicat du crime;1986;12;95;['Action', 'Crime', 'Drama'];7.4;78;A reforming ex-gangster tries to reconcile with his estranged policeman brother, but the ties to his former gang are difficult to break.;['John Woo'];['Lung Ti', 'Leslie Cheung', 'Chow Yun-Fat', 'Emily Chu']
Salvador;1986;Tous publics;122;['Drama', 'History', 'Thriller'];7.4;69;A burnt-out photojournalist becomes involved in a Central American revolution.;['Oliver Stone'];['James Woods', 'Jim Belushi', 'Michael Murphy', 'John Savage']
Witness: Temoin sous surveillance;1985;Tous publics;112;['Drama', 'Romance', 'Thriller'];7.4;76;When a young Amish boy is sole witness to a murder while visiting Philadelphia with his mother, police detective John Book tries to protect the boy until an attempt on Book's life forces him into hiding in Amish country.;['Peter Weir'];['Harrison Ford', 'Kelly McGillis', 'Lukas Haas', 'Josef Sommer']
Le solitaire;1981;12;123;['Action', 'Crime', 'Drama'];7.4;78;An ace safe cracker wants to do one last big heist for the mob before going straight.;['Michael Mann'];['James Caan', 'Tuesday Weld', 'Willie Nelson', 'Jim Belushi']
La fievre au corps;1981;Tous publics;113;['Crime', 'Drama', 'Romance'];7.4;77;In the midst of a searing Florida heat wave, a woman persuades her lover, a small-town lawyer, to murder her rich husband.;['Lawrence Kasdan'];['William Hurt', 'Kathleen Turner', 'Richard Crenna', 'Ted Danson']
Blow Out;1981;Tous publics;108;['Crime', 'Drama', 'Mystery'];7.4;86;A movie sound recordist accidentally records the evidence that proves that a car accident was actually murder and consequently finds himself in danger.;['Brian De Palma'];['John Travolta', 'Nancy Allen', 'John Lithgow', 'Dennis Franz']
Le syndrome chinois;1979;12;122;['Drama', 'Thriller'];7.4;81;A reporter finds what appears to be a cover-up of safety hazards at a nuclear power plant.;['James Bridges'];['Jane Fonda', 'Jack Lemmon', 'Michael Douglas', 'Scott Brady']
Justice pour tous;1979;Unrated;119;['Crime', 'Drama', 'Thriller'];7.4;58;A lawyer is forced to defend a guilty judge, while defending other innocent clients, and trying to find punishment for the guilty and provide justice for the innocent.;['Norman Jewison'];['Al Pacino', 'Jack Warden', 'John Forsythe', 'Lee Strasberg']
L'ami americain;1977;12;128;['Crime', 'Drama', 'Mystery'];7.4;79;Tom Ripley, who deals in forged art, suggests a picture framer he knows would make a good hit man.;['Wim Wenders'];['Dennis Hopper', 'Bruno Ganz', 'Lisa Kreuzer', 'Gérard Blain']
Marathon Man;1976;16;125;['Crime', 'Drama', 'Thriller'];7.4;64;After the shocking murder of his older brother, a New York history student finds himself inexplicably hounded by shadowy government agents on the trail of a Nazi war criminal who is trying to retrieve smuggled diamonds.;['John Schlesinger'];['Dustin Hoffman', 'Laurence Olivier', 'Roy Scheider', 'William Devane']
Les 3 jours du Condor;1975;Tous publics;117;['Crime', 'Mystery', 'Thriller'];7.4;63;A bookish CIA researcher in Manhattan finds all his co-workers dead, and must outwit those responsible until he figures out who he can really trust.;['Sydney Pollack'];['Robert Redford', 'Faye Dunaway', 'Cliff Robertson', 'Max von Sydow']
Frenzy;1972;12;116;['Thriller'];7.4;92;A serial murderer is strangling women with a necktie. The London police have a suspect, but he is the wrong man.;['Alfred Hitchcock'];['Jon Finch', 'Barry Foster', 'Barbara Leigh-Hunt', 'Anna Massey']
Les chiens de paille;1971;16;113;['Crime', 'Drama', 'Thriller'];7.4;73;A young American and his English wife come to rural England and face increasingly vicious local harassment.;['Sam Peckinpah'];['Dustin Hoffman', 'Susan George', 'Peter Vaughan', 'T.P. McKenna']
La loi du milieu;1971;Tous publics;112;['Action', 'Crime', 'Thriller'];7.4;80;When his brother dies under mysterious circumstances in a car accident, London gangster Jack Carter travels to Newcastle to investigate.;['Mike Hodges'];['Michael Caine', 'Ian Hendry', 'Britt Ekland', 'John Osborne']
Bullitt;1968;Tous publics;114;['Action', 'Crime', 'Thriller'];7.4;81;An all-guts, no-glory San Francisco cop becomes determined to find the underworld kingpin that killed the witness in his protection.;['Peter Yates'];['Steve McQueen', 'Jacqueline Bisset', 'Robert Vaughn', 'Don Gordon']
Bons baisers de Russie;1963;Tous publics;115;['Action', 'Adventure', 'Thriller'];7.4;83;James Bond willingly falls into an assassination plot involving a naive Russian beauty in order to retrieve a Soviet encryption device that was stolen by S.P.E.C.T.R.E.;['Terence Young'];['Sean Connery', 'Robert Shaw', 'Lotte Lenya', 'Daniela Bianchi']
Tirez sur le pianiste;1960;Tous publics;81;['Crime', 'Drama', 'Thriller'];7.4;0;A pianist helps his brother escape from two gangsters, who retaliate by abducting their kid brother.;['François Truffaut'];['Charles Aznavour', 'Marie Dubois', 'Nicole Berger', 'Michèle Mercier']
Rendez-vous avec la peur;1957;Tous Public;95;['Fantasy', 'Horror', 'Mystery'];7.4;0;American professor John Holden arrives in London for a parapsychology conference, only to find himself investigating the mysterious actions of Devil-worshiper Julian Karswell.;['Jacques Tourneur'];['Dana Andrews', 'Peggy Cummins', 'Niall MacGinnis', 'Maurice Denham']
Torpilles sous l'Atlantique;1957;Tous publics;98;['Action', 'Adventure', 'Drama'];7.4;0;During WWII an American destroyer discovers a German U-boat, and in the ensuing duel the American captain must draw upon all his experience to defeat the equally experienced German commander.;['Dick Powell'];['Robert Mitchum', 'Curd Jürgens', 'David Hedison', 'Theodore Bikel']
L'homme qui en savait trop;1956;Tous Public;120;['Drama', 'Thriller'];7.4;76;An American doctor and his wife, a former singing star, witness a murder while vacationing in Morocco, and are drawn into a twisting plot of international intrigue when their young son is kidnapped.;['Alfred Hitchcock'];['James Stewart', 'Doris Day', 'Brenda de Banzie', 'Bernard Miles']
La mauvaise graine;1956;Pas disponible;129;['Drama', 'Horror', 'Thriller'];7.4;51;Rhoda Penmark seems like your average, sweet eight-year-old girl. When her rival at school dies in mysterious circumstances at the school picnic her mother starts to suspect that Rhoda was responsible.;['Mervyn LeRoy'];['Nancy Kelly', 'Patty McCormack', 'Gage Clarke', 'Jesse White']
La main au collet;1955;Tous publics;106;['Mystery', 'Romance', 'Thriller'];7.4;82;A retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation.;['Alfred Hitchcock'];['Cary Grant', 'Grace Kelly', 'Jessie Royce Landis', 'John Williams']
Le facteur sonne toujours deux fois;1946;Tous publics;113;['Crime', 'Drama', 'Film-Noir'];7.4;84;A married woman and a drifter fall in love, then plot to murder her husband.;['Tay Garnett'];['Lana Turner', 'John Garfield', 'Cecil Kellaway', 'Hume Cronyn']
Dix petits indiens;1945;Tous Public;97;['Crime', 'Drama', 'Mystery'];7.4;0;Seven guests, a newly hired secretary and two staff are gathered at a manor house on an isolated island by an unknown absentee host and are killed off one-by-one. They work together to determine who the killer is before it's too late.;['René Clair'];['Barry Fitzgerald', 'Walter Huston', 'Louis Hayward', 'Roland Young']
Le chien des Baskerville;1939;Tous Public;80;['Crime', 'Horror', 'Mystery'];7.4;0;Sherlock Holmes and Dr Watson investigate the legend of a supernatural hound, a beast that may be stalking a young heir on the fog-shrouded moorland that makes up his estate.;['Sidney Lanfield'];['Basil Rathbone', 'Nigel Bruce', 'Richard Greene', 'Wendy Barrie']
El Camino: Un film Breaking Bad;2019;16;122;['Action', 'Crime', 'Drama'];7.3;72;Fugitive Jesse Pinkman runs from his captors, the law, and his past.;['Vince Gilligan'];['Aaron Paul', 'Jonathan Banks', 'Matt Jones', 'Charles Baker']
Heredite;2018;12;127;['Drama', 'Horror', 'Mystery'];7.3;87;A grieving family is haunted by tragic and disturbing occurrences.;['Ari Aster'];['Toni Collette', 'Milly Shapiro', 'Gabriel Byrne', 'Alex Wolff']
Tenet;2020;Tous publics;150;['Action', 'Sci-Fi', 'Thriller'];7.3;69;Armed with only one word, Tenet, and fighting for the survival of the entire world, a Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.;['Christopher Nolan'];['John David Washington', 'Robert Pattinson', 'Elizabeth Debicki', 'Juhan Ulfsak']
Doctor Sleep;2019;12;152;['Drama', 'Fantasy', 'Horror'];7.3;59;Years following the events of Shining (1980), a now-adult Dan Torrance must protect a young girl with similar powers from a cult known as The True Knot, who prey on children with powers to remain immortal.;['Mike Flanagan'];['Ewan McGregor', 'Rebecca Ferguson', 'Kyliegh Curran', 'Cliff Curtis']
Official Secrets;2019;Tous publics;112;['Biography', 'Crime', 'Drama'];7.3;63;The true story of a British whistleblower who leaked information to the press about an illegal NSA spy operation designed to push the UN Security Council into sanctioning the 2003 invasion of Iraq.;['Gavin Hood'];['Keira Knightley', 'Matt Smith', 'Matthew Goode', 'Rhys Ifans']
Detroit;2017;12;143;['Crime', 'Drama', 'History'];7.3;77;Fact-based drama set during the 1967 Detroit riots in which a group of rogue police officers respond to a complaint with retribution rather than justice on their minds.;['Kathryn Bigelow'];['John Boyega', 'Anthony Mackie', 'Algee Smith', 'Jacob Latimore']
Split;2016;12;117;['Horror', 'Thriller'];7.3;62;Three girls are kidnapped by a man with a diagnosed 23 distinct personalities. They must try to escape before the apparent emergence of a frightful new 24th.;['M. Night Shyamalan'];['James McAvoy', 'Anya Taylor-Joy', 'Haley Lu Richardson', 'Jessica Sula']
Good Time;2017;12;102;['Crime', 'Drama', 'Thriller'];7.3;80;After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through New York City's underworld to get his brother Nick out of jail.;[' Benny Safdie', 'Josh Safdie'];['Robert Pattinson', 'Benny Safdie', 'Jennifer Jason Leigh', 'Buddy Duress']
L'executeur;2017;12;121;['Crime', 'Drama', 'Thriller'];7.3;59;A newly released prisoner is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.;['Ric Roman Waugh'];['Nikolaj Coster-Waldau', 'Omari Hardwick', 'Lake Bell', 'Jon Bernthal']
Mourir peut attendre;2021;Tous publics;163;['Action', 'Adventure', 'Thriller'];7.3;68;James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.;['Cary Joji Fukunaga'];['Daniel Craig', 'Ana de Armas', 'Rami Malek', 'Léa Seydoux']
Mr Wolff;2016;Tous publics avec avertissement;128;['Action', 'Thriller'];7.3;51;As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities, and the body count starts to rise.;"['""Gavin OConnor""']";['Ben Affleck', 'Anna Kendrick', 'J.K. Simmons', 'Jon Bernthal']
Operation Eye in the Sky;2015;Tous publics;102;['Action', 'Drama', 'Thriller'];7.3;73;Col. Katherine Powell, a military officer in command of an operation to capture terrorists in Kenya, sees her mission escalate when a girl enters the kill zone triggering an international dispute over the implications of modern warfare.;['Gavin Hood'];['Helen Mirren', 'Aaron Paul', 'Alan Rickman', 'Barkhad Abdi']
Flight;2012;Tous publics;138;['Drama', 'Thriller'];7.3;76;An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.;['Robert Zemeckis'];['Denzel Washington', 'Nadine Velazquez', 'Don Cheadle', 'John Goodman']
The Place Beyond the Pines;2012;Tous publics;140;['Crime', 'Drama', 'Thriller'];7.3;68;A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child, a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective.;['Derek Cianfrance'];['Ryan Gosling', 'Bradley Cooper', 'Eva Mendes', 'Craig Van Hook']
